"#","Registration No / Notification No","Product Name","Holder"
"51","MAL19985398T","Huachi Bird-Nest, Luohanguo, Cordyceps & Chuanbei Plus Syrup","PEMBEKALAN UBAT HUATHAI SDN. BHD."
"52","MAL19972440T","Nutri-Home Cough Syrup","NUTRI-HOME PHARMACEUTICAL INDUSTRIES SDN. BHD."
"53","MAL19970187T","Zhi Ker Huang Cough Syrup","QD HERBS SDN. BHD."
"54","MAL19986764TC","CHUANBEY-JYU UBAT BATUK UNTUK KANAK-KANAK CAP FLOWERS BASKET (SYRUP)","YI YUAN  MEDICAL SUPPLY"
"55","MAL19971126T","BA FO COUGH SYRUP","YEWLIAN HERBS & HEALTH CARE TRADING SDN BHD"
"56","MAL19986762TC","UBAT BATUK YEN WOH DONG CAO PI PA LOO ( SYRUP)","KHENG HENG MEDICAL (M) SDN BHD"
"57","MAL19970814T","FA DAN LOO (SYRUP)","KHENG HENG MEDICAL (M) SDN BHD"
"58","MAL19971147TC","OJUS SYRUP","ZONTRON PHARMACEUTICALS SDN. BHD."
"59","MAL19971148TC","UNICOUGH SYRUP","ZONTRON PHARMACEUTICALS SDN. BHD."
"60","MAL19991658T","ZE KE RUN FEI GAU (SYRUP)","HERBAL LAND MANUFACTURING SDN BHD"
"61","MAL19985306T","BAN XIA LU (SYRUP)","CHINESE PATENT MEDICINES & MEDICATED LIQUORS CENTRE (PENANG) SDN. BHD."
"62","MAL19963195T","PROSPAN COUGH SYRUP","DELFI MARKETING SDN.BHD."
"63","MAL19990455TC","QU KE YOU SYRUP","HONYI TRADING"
"64","MAL19990794TC","SU DING COUGH SYRUP FOR CHILDREN","HONYI TRADING"
"65","MAL19992658T","DYNA CORDYCEPS PLUS (SYRUP)","DYNAPHARM HERBAL (M) SDN. BHD."
"66","MAL20000905T","BIOEASE SYRUP","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"67","MAL19993124TC","Yokoline Kids Cordy Coughflu Syrup","PERUSAHAAN JIN BIN SDN. BHD."
"68","MAL20001403T","TAYLOR PEPPERMINT PLUS SYRUP","WTH PHARMACEUTICAL SDN BHD"
"69","MAL20013249T","RENALKA SYRUP","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"70","MAL20012972TC","DAT'S KIT HONG MIXTURE SYRUP.","TAT SEO HEALTH FACTORY PLT"
"71","MAL20012968TC","DAT'S SAN HONG YOKE WONG (SYRUP)","TAT SEO HEALTH FACTORY PLT"
"72","MAL20034527T","DIARRET SYRUP","THE ZYFAS MEDICAL CO.,"
"73","MAL20032071T","CHUEN SEN XING REN SYRUP","Poh Guan Hong (1985) Sdn. Bhd"
"74","MAL20031999TC","UBAT BATUK CAP KO CHANG PAI SYRUP","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"75","MAL20034510T","ANNALAX HERBAL COUGH SYRUP","QD HERBS SDN. BHD."
"76","MAL20034695TC","Red Goose Brand Jongcao Skungee Cough Syrup","SHIN YI ENTERPRISE"
"77","MAL20034119T","QQ COUGH SYRUP","QD HERBS SDN. BHD."
"78","MAL20033765T","DHSB HEAT CLEARING, FEVER, COLD, COUGH & PHLEGM SYRUP","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"79","MAL20033556T","KOFLET SYRUP","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"80","MAL20033838T","DYNA YEN-WO LING-ZHI CHONG-CAO CHUAN-BEI GAO PLUS SYRUP","DYNAPHARM HERBAL (M) SDN. BHD."
"81","MAL20034491TC","RED GOOSE BRAND YUNAM JONJAO COUGH SYRUP","SHIN YI ENTERPRISE"
"82","MAL05032570T","NCHK Cordyceps & Fritillaria Plus Cough Syrup 30ml","NCHK MEDICINE ENTERPRISE SDN BHD"
"83","MAL04112709T","Chong Chou Cough Syrup","QD HERBS SDN. BHD."
"84","MAL04091719TC","Wellrix""s Pao Shen Yan Wo Chong Cao Pi Pa Mi Plus Syrup","SMART WELLMIN SDN BHD"
"85","MAL05012362T","E-PLUS VYTA SYRUP (ORANGE FLAVOUR)","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"86","MAL05012364T","E-PLUS  COUGH SYRUP PLUS HONEY & BIRD""S NEST","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"87","MAL06011812T","SEA CUCUMBER PLUS SYRUP","DYNAPHARM HERBAL (M) SDN. BHD."
"88","MAL06011863T","HSIAO KEH CHUAN SYRUP","BUMARI SDN. BHD."
"89","MAL06091446T","MEDIKING FU FANG CHUAN BEI PIPA SYRUP","TJ-TYT PHARMACEUTICALS (M) SDN. BHD."
"90","MAL06081371TC","U-Line Children Cough Syrup","SIHAT MESRA SDN. BHD."
"91","MAL06081322TR","Pien Tze Huang Brand Chuan Bei Qing Fei Syrup","HAI-O MEDICINE SDN. BHD."
"92","MAL06081389T","FSH Zhi Ker Syrup","PEMBEKALAN UBAT HUATHAI SDN. BHD."
"93","MAL07050088T","Land Herbs Chuanbei Choong Chu Lu Plus (Syrup)","PEMBEKALAN UBAT HUATHAI SDN. BHD."
"94","MAL07061498TC","Bobo Kawelin Plus Syrup","TAT SEO HEALTH FACTORY PLT"
"95","MAL07061509TC","COFSUDIN SYRUP","TAT SEO HEALTH FACTORY PLT"
"96","MAL07061510TC","VITAGREEN BOBO COUGH SYRUP","TAT SEO HEALTH FACTORY PLT"
"97","MAL07082887T","Cordyceps Syrup Plus (timo Brand)","BIOFACT LIFE SDN. BHD."
"98","MAL07082888T","Greenherbs Pei Pa Koa with Bird�s Nest Plus Syrup","BIOFACT LIFE SDN. BHD."
"99","MAL07082889T","Yang Herbs Pei Pa Kao Herbal Syrup With Cordyceps & Bird's Nest","BIOFACT LIFE SDN. BHD."
"100","MAL09032003TC","ENSO Shuang Liao Yan Wo Plus Long Yen Lo Cough Syrup","SIHAT MESRA SDN. BHD."
"101","MAL07101292TC","BAN KAH CHAI GOLD BRAND CORDYCEPS LUO HAN GUO COUGH SYRUP PLUS","BAN KAH CHAI PHARMACEUTICAL SDN. BHD."
"102","MAL08031418T","Kaloba Syrup","DCH AURIGA (MALAYSIA) SDN. BHD."
"103","MAL08111846T","Wai Yoen Hong Sore throat, Cough relief Syrup","NUTRI-HOME PHARMACEUTICAL INDUSTRIES SDN. BHD."
"104","MAL09082815TC","Ban Kah Chai Heat-Clearing, Sore Throat and Phlegm-Reducing Cough Syrup","WAN YEEN TRADING SDN. BHD."
"105","MAL10070656T","Prospan F Cough Syrup","DELFI MARKETING SDN.BHD."
"106","MAL09100276T","Linkus syrup","Herbion Sdn. Bhd."
"107","MAL09082887T","Bio Herbal Cough Syrup","QD HERBS SDN. BHD."
"108","MAL09103037TC","KENRIXS PEPPERMINT PLUS COUGH SYRUP","Kenrixs Enterprise"
"109","MAL10110090T","ENTOBAN SYRUP","Herbion Sdn. Bhd."
"110","MAL10110091TC","Zhi Kor Ling (Syrup)","Eyh Fong Trading"
"111","MAL10063046T","Alfagin Plus Syrup","Herbion Sdn. Bhd."
"112","MAL10100080T","Intellan Plus Syrup","Herbion Sdn. Bhd."
"113","MAL10100083T","Vivabon Syrup","Herbion Sdn. Bhd."
"114","MAL10100084T","Bonjigar Syrup","Herbion Sdn. Bhd."
"115","MAL12040011T","E-Plus Flucough Syrup","EASY PLUS PHARMACEUTICAL (M) SDN. BHD."
"116","MAL11100022T","Sinupret Childrens Syrup","A. MENARINI SINGAPORE PTE. LTD."
"117","MAL15070029T","HARWANY GAMAT PLUS SYRUP","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"118","MAL15060007T","VITAHERB COLD AND COUGH SYRUP","WINWA MEDICAL SDN. BHD."
"119","MAL15040063T","Herbaton Gan Cao Chuan Bei Plus Syrup","WINWA MEDICAL SDN. BHD."
"120","MAL16060007T","Uneasthmin Syrup","BioCare Pharmaceutical (M) Sdn. Bhd."
"121","MAL16040025T","VITAHERB Ivy Leaf 35mg/5ml Syrup (Original Flavour)","WINWA MEDICAL SDN. BHD."
"122","MAL16040039T","VITAHERB Ivy Leaf 35mg/5ml Syrup (Cherry Flavour)","WINWA MEDICAL SDN. BHD."
"123","MAL19912158XZ","FEPRIL SYRUP 120MG/5ML","INSPIRAPHARMA SDN. BHD."
"124","MAL19911401XC","WOODS PEPPERMINT COUGH SYRUP","KALBE MALAYSIA SDN BHD"
"125","MAL19911403XC","WOODS PEPPERMINT COUGH SYRUP FOR CHILDREN","KALBE MALAYSIA SDN BHD"
"126","MAL19910627X","A.D. ORANGE SYRUP","DYNAPHARM (M) SDN. BHD."
"127","MAL19920118XC","GUAICOL SYRUP","ZONTRON PHARMACEUTICALS SDN. BHD."
"128","MAL19940582XCZ","BROVENT SYRUP 8MG/5ML","ZONTRON PHARMACEUTICALS SDN. BHD."
"129","MAL19912711X","UPHAVIT SYRUP","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"130","MAL19911408X","DIAMOND VITAMIN SYRUP","DYNAPHARM (M) SDN. BHD."
"131","MAL19986553X","DAILY-VITE MULTIVITAMIN SYRUP FOR CHILDREN","DYNAPHARM (M) SDN. BHD."
"132","MAL19991539XC","SEVEN SEAS MULTIVITAMIN SYRUP WITH COD LIVER OIL","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"133","MAL19991540XCE","SEVEN SEAS MULTIVITAMIN SYRUP","PROCTER & GAMBLE (MALAYSIA ) SDN.BHD."
"134","MAL20001614X","DYNA VITAMIN SYRUP","DYNAPHARM (M) SDN. BHD."
"135","MAL20013602X","APPETON WITH TAURINE SYRUP","KOTRA PHARMA (M) SDN. BHD."
"136","MAL20020545X","APPETON WITH LYSINE SYRUP","KOTRA PHARMA (M) SDN. BHD."
"137","MAL08042232XC","Pharmaton Kiddi CL Syrup","DKSH MALAYSIA SDN. BHD."
"138","MAL20071682XE","VITA ROBOVITES MULTI VITAMIN SYRUP","HERBAL SCIENCE SDN. BHD."
"139","MAL20101996XE","Lysome Syrup","UNISON NUTRACEUTICALS SDN. BHD."
"140","MAL10033197X","R.B. Tone Syrup","UNIMED SDN. BHD."
"141","MAL19992701AZ","EPILIM SYRUP 200MG/5ML","SANOFI-AVENTIS (MALAYSIA) SDN. BHD."
"142","MAL20001250ACRZ","TEGRETOL 100MG/5ML SYRUP","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"143","MAL05012317AZ","AERIUS Syrup 0.5 mg/ ml","ORGANON MALAYSIA SDN. BHD."
"144","MAL07010969ACRZ","Ventolin Syrup 2mg/5ml","GLAXOSMITHKLINE PHARMACEUTICAL SDN. BHD."
"145","MAL10080045ACSZ","Clarityne Syrup Grape 5mg/5ml","BAYER CO. (MALAYSIA) SDN. BHD."
"146","MAL19860099AZ","ALLERYL SYRUP 4MG/5ML","INSPIRAPHARMA SDN. BHD."
"147","MAL19860369AZ","HORAMINE SYRUP 4MG/5ML","HOVID BERHAD"
"148","MAL19860101AZ","CHLORAMINE SYRUP 4MG/5ML","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"149","MAL19860098AZ","CHLORAMINE SYRUP 2.5MG/5ML","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"150","MAL19860104AZ","Dexchloramine Syrup 2mg/5mL","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"151","MAL19860102AZ","ANTAMIN SYRUP 4MG/5ML","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"152","MAL19860097AZ","ALLER SYRUP 2.5MG/5ML","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"153","MAL19861155AZ","ANTIHIST SYRUP 4MG/5ML","PAHANG PHARMACY SDN. BHD."
"154","MAL19860260AZ","CORIFED  SYRUP","PAHANG PHARMACY SDN. BHD."
"155","MAL19871663AZ","COLIMIX SYRUP","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"156","MAL19870318AZ","NOVOMIN SYRUP 15MG/5ML","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"157","MAL19871056AZ","SALMODIL SYRUP","UNIMED SDN. BHD."
"158","MAL19870317AZ","Hydrinate Syrup 15mg/5ml","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"159","MAL19861150AZ","CHLORAMINE SYRUP 4MG/5ML","ROYCE PHARMA MANUFACTURING SDN. BHD."
"160","MAL19861154AZ","ALLERSIN SYRUP 4MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"161","MAL19860261AZ","DECONDINE SYRUP","SUNWARD PHARMACEUTICAL SDN. BHD."
"162","MAL19870316AZ","SW Dimenhydrinate Syrup 15mg/5ml","SUNWARD PHARMACEUTICAL SDN. BHD."
"163","MAL19871901AZ","SW METOCLOPRAMIDE SYRUP 5MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"164","MAL19861206AZ","POLARAX SYRUP 2MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"165","MAL19871399AZ","POLARINE SYRUP","SUNWARD PHARMACEUTICAL SDN. BHD."
"166","MAL19870540AZ","PRELONE SYRUP 3MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"167","MAL19860272AZ","SUNTUSS SYRUP","SUNWARD PHARMACEUTICAL SDN. BHD."
"168","MAL19860266AZ","TRIPRODINE SYRUP","ROYCE PHARMA MANUFACTURING SDN. BHD."
"169","MAL19880021ACZ","CHLORITON FORTE SYRUP 4MG/5ML","ZONTRON PHARMACEUTICALS SDN. BHD."
"170","MAL19890165AZ","ASMALIV SYRUP 2MG/5ML","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"171","MAL19880212AZ","BUTALINE SYRUP 1.5MG/5ML","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"172","MAL19910130AZ","TUSSINOL-N SYRUP","INSPIRAPHARMA SDN. BHD."
"173","MAL19890245ACZ","RESCANIL SYRUP 2MG/5ML","ZONTRON PHARMACEUTICALS SDN. BHD."
"174","MAL19890411ACZ","DIMERINE SYRUP 25MG/5ML","ZONTRON PHARMACEUTICALS SDN. BHD."
"175","MAL19890435ACZ","TUSSIFED SYRUP","ZONTRON PHARMACEUTICALS SDN. BHD."
"176","MAL19890516ACZ","EMECON SYRUP 5MG/5ML","ZONTRON PHARMACEUTICALS SDN. BHD."
"177","MAL19890601AZ","TRIPROLIDINE-P SYRUP","PRIME PHARMACEUTICAL SDN. BHD."
"178","MAL19890365AZ","PRIME'S PREDNISOLONE SYRUP 2.5MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"179","MAL19890366AZ","METOCLODE SYRUP 5MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"180","MAL19890367AZ","PRIME'S DEXTROMETHORPHAN SYRUP 15MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"181","MAL19890241AZ","PRIME'S DEXCHLORAMINE SYRUP 2MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"182","MAL19890238AZ","PRIME'S CHLORPHENIRAMINE SYRUP 4MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"183","MAL19890567AZ","ASMIN SYRUP 2MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"184","MAL19900593AZ","FEDAC SYRUP","DCH AURIGA (MALAYSIA) SDN. BHD."
"185","MAL19890527AZ","CHLORMINE SYRUP 4MG/5ML","DCH AURIGA (MALAYSIA) SDN. BHD."
"186","MAL19890528AZ","DHACOPAN SYRUP 5MG/5ML","DCH AURIGA (MALAYSIA) SDN. BHD."
"187","MAL19900592AZ","PHENEXPECT SYRUP","DCH AURIGA (MALAYSIA) SDN. BHD."
"188","MAL19900149AZ","ANTISMINE SYRUP 2MG/5ML","WINWA MEDICAL SDN. BHD."
"189","MAL19900412AZ","TRIDIN-P SYRUP","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"190","MAL19900148AZ","PRIDRINATE SYRUP 25MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"191","MAL19900433AZ","TERBRON SYRUP 1.5MG/5ML","MEDISPEC (M) SDN. BHD."
"192","MAL19900372AZ","PRITALIN SYRUP 1.5ML/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"193","MAL19900380AZ","ASMALIN SYRUP 1.5MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"194","MAL19900381AZ","SUNTHORPHAN SYRUP 15MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"195","MAL19910027AZ","HYOSUN SYRUP","SUNWARD PHARMACEUTICAL SDN. BHD."
"196","MAL19910119AZ","ANVELIN SYRUP 1.5MG/5ML","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"197","MAL19910823AZ","DEXCHLORMINE SYRUP","DYNAPHARM (M) SDN. BHD."
"198","MAL19910824AZ","DYMENATE SYRUP 12.5MG/5ML","DYNAPHARM (M) SDN. BHD."
"199","MAL19910825AZ","DYNAPHAN SYRUP","DYNAPHARM (M) SDN. BHD."
"200","MAL19910170AZ","DYRITON SYRUP 4MG/5ML","DYNAPHARM (M) SDN. BHD."
"201","MAL19910171AZ","PREDSOLONE SYRUP","DYNAPHARM (M) SDN. BHD."
"202","MAL19910172AZ","SALTOLINE SYRUP","DYNAPHARM (M) SDN. BHD."
"203","MAL19910827AZ","DYNADRYL SYRUP","DYNAPHARM (M) SDN. BHD."
"204","MAL19910125AZ","WINDEXCO SYRUP","WINWA MEDICAL SDN. BHD."
"205","MAL19910126AZ","WINDEX SYRUP","WINWA MEDICAL SDN. BHD."
"206","MAL19910177AZ","PROLIDIN SYRUP","DYNAPHARM (M) SDN. BHD."
"207","MAL19910178AZ","DYNA TERBUTALINE SYRUP","DYNAPHARM (M) SDN. BHD."
"208","MAL19921585AZ","KETIFEN SYRUP","MEDISPEC (M) SDN. BHD."
"209","MAL19920988AZ","ASMAFEN SYRUP","XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD."
"210","MAL19930042AZ","TUSS-DEX SYRUP","PRIME PHARMACEUTICAL SDN. BHD."
"211","MAL19930043AZ","HYCOLIC SYRUP","PRIME PHARMACEUTICAL SDN. BHD."
"212","MAL19920517AZ","BUTYLIN SYRUP","HOVID BERHAD"
"213","MAL19920518AZ","ACTIHIST SYRUP","HOVID BERHAD"
"214","MAL19940068AZ","ACTIHIST-CO SYRUP","HOVID BERHAD"
"215","MAL19930519AZ","Dextrophan Syrup 15mg/5ml","DUOPHARMA MANUFACTURING (BANGI) SDN. BHD."
"216","MAL19940059AZ","KETOTIFEN SYRUP","HOVID BERHAD"
"217","MAL19930565AZ","U-KEFEN SYRUP 1MG/5ML","MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD."
"218","MAL19940359AZ","ZYNATEN SYRUP","DYNAPHARM (M) SDN. BHD."
"219","MAL19950247AZ","SALCODYL SYRUP","DYNAPHARM (M) SDN. BHD."
"220","MAL19940726AZ","BREATHNINE SYRUP 2MG/5ML","SM PHARMACEUTICALS SDN. BHD."
"221","MAL19984404AZ","IBUFEN SYRUP","DYNAPHARM (M) SDN. BHD."
"222","MAL19987356AZ","BUCANIL SYRUP","Y.S.P. INDUSTRIES (M) SDN. BHD."
"223","MAL19985561AZ","PEACE SYRUP","Y.S.P. INDUSTRIES (M) SDN. BHD."
"224","MAL19962584AZ","ASUMALIFE SYRUP (1MG/5ML KETOTIFEN)","Y.S.P. INDUSTRIES (M) SDN. BHD."
"225","MAL19962583AZ","YSP Salbutamol Syrup 2mg/5ml","Y.S.P. INDUSTRIES (M) SDN. BHD."
"226","MAL19971331AZ","SUNEX COUGH SYRUP","SUNWARD PHARMACEUTICAL SDN. BHD."
"227","MAL19970977AZ","ZADIMIN SYRUP 1MG/5ML","PRIME PHARMACEUTICAL SDN. BHD."
"228","MAL19971379AZ","AXCEL KETOTIFEN SYRUP","KOTRA PHARMA (M) SDN. BHD."
"229","MAL19972991AZ","LASTUSS COUGH SYRUP 30MG/5ML","UNIMED SDN. BHD."
"230","MAL19986478AZ","ASMOL SYRUP 2MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"231","MAL19991140AZ","AXCEL DICYCLOMINE-S SYRUP","KOTRA PHARMA (M) SDN. BHD."
"232","MAL19972482AZ","ERYMYCIN DRY SYRUP 200","DYNAPHARM (M) SDN. BHD."
"233","MAL19984390AZ","AXCEL CHLORPHENIRAMINE-2 SYRUP","KOTRA PHARMA (M) SDN. BHD."
"234","MAL19984387AZ","AXCEL DEXCHLORPHENIRAMINE FORTE SYRUP","KOTRA PHARMA (M) SDN. BHD."
"235","MAL19984391AZ","AXCEL CHLORPHENIRAMINE-4 SYRUP","KOTRA PHARMA (M) SDN. BHD."
"236","MAL19970284AZ","DEXTROPHAN SYRUP","ROYCE PHARMA MANUFACTURING SDN. BHD."
"237","MAL19986512AZ","ZADIPRO SYRUP","SUNWARD PHARMACEUTICAL SDN. BHD."
"238","MAL20021006AZ","NILCO SYRUP","INSPIRAPHARMA SDN. BHD."
"239","MAL19992586AZ","CORIFED DM SYRUP","PAHANG PHARMACY SDN. BHD."
"240","MAL19972939AZ","ACOLIC SYRUP","ROYCE PHARMA MANUFACTURING SDN. BHD."
"241","MAL20013122AZ","REXOLONE SYRUP","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"242","MAL19992588AZ","AXCEL SALBUTAMOL SYRUP","KOTRA PHARMA (M) SDN. BHD."
"243","MAL20033934AZ","SPADIN SYRUP","PAHANG PHARMACY SDN. BHD."
"244","MAL19990108AEZ","PEACEF SYRUP","Y.S.P. INDUSTRIES (M) SDN. BHD."
"245","MAL20002268AZ","AXCEL IBUPROFEN PAEDIATRIC SYRUP 100MG/5ML","KOTRA PHARMA (M) SDN. BHD."
"246","MAL19990605AZ","PROZINE SYRUP 5MG/5ML","SUNWARD PHARMACEUTICAL SDN. BHD."
"247","MAL20012739AZ","AXCEL TRIDINE SYRUP","KOTRA PHARMA (M) SDN. BHD."
"248","MAL20012740AZ","AXCEL DEXTROZINE SYRUP","KOTRA PHARMA (M) SDN. BHD."
"249","MAL20014319AZ","CAVUMOX SYRUP","SPG PHARMA (MALAYSIA) SDN BHD"
"250","MAL20021005AZ","ALLERYL SYRUP 2MG/5ML","INSPIRAPHARMA SDN. BHD."
